Id_movie_viejo,title,Id_movie
31504,Little Big League,564
41653,The Slingshot,565
53185,Wide Eyed and Legless,566
95743,Foreign Student,567
23637,"Ciao, Professore!",568
17600,Spanking the Monkey,569
10897,The Little Rascals,570
349394,À la mode,571
21352,Andre,572
68806,The Escort,573
37345,Princess Caraboo,574
32562,The Celluloid Closet,575
47507,Café au Lait,576
25403,Dear Diary,577
124304,I Don't Want to Talk About It,578
9066,The Brady Bunch Movie,579
771,Home Alone,580
251,Ghost,581
812,Aladdin,582
280,Terminator 2: Judgment Day,583
581,Dances with Wolves,584
80350,Tough and Deadly,585
268,Batman,586
274,The Silence of the Lambs,587
408,Snow White and the Seven Dwarfs,588
10020,Beauty and the Beast,589
10895,Pinocchio,590
114,Pretty Woman,591
41043,Window to Paris,592
576,The Wild Bunch,593
15477,Love and a .45,594
59146,The Wooden Man's Bride,595
124472,A Great Day in Harlem,596
30528,Bye Bye Love,597
7300,One Fine Day,598
10824,Candyman: Farewell to the Flesh,599
261246,Century,600
275,Fargo,601
25059,Homeward Bound II: Lost in San Francisco,602
11827,Heavy Metal,603
8766,Hellraiser: Bloodline,604
23570,The Pallbearer,605
47333,Jane Eyre,606
54850,Loaded,607
51242,Bread and Chocolate,608
10112,The Aristocats,609
4307,The Flower of My Secret,610
46029,Two Much,611
32308,Ed,612
88893,Scream of Stone,613
52873,My Favorite Season,614
123505,A Modern Affair,615
340210,Condition Red,616
44281,Halfaouine: Boy of the Terraces,617
28121,A Thin Line Between Love and Hate,618
12520,The Last Supper,619
1592,Primal Fear,620
166901,Rude,621
36447,Carried Away,622
19042,All Dogs Go to Heaven 2,623
38884,Land and Freedom,624
47449,Denise Calls Up,625
36259,Theodore Rex,626
41852,A Family Thing,627
40926,Frisk,628
9099,Sgt. Bilko,629
2021,Jack & Sarah,630
61752,Girl 6,631
10988,Diabolique,632
11479,"Little Indian, Big City",633
398959,Roula,634
287305,Peanuts – Die Bank zahlt alles,635
339428,Happy Weekend,636
12652,Nelly and Monsieur Arnaud,637
10684,Courage Under Fire,638
954,Mission: Impossible,639
68445,Cold Fever,640
18989,Moll Flanders,641
10801,The Superwife,642
54285,"301, 302",643
8840,DragonHeart,644
278978,Und keiner weint mir nach,645
124625,My Mother's Courage,646
11107,Eddie,647
16417,Yankee Zulu,648
70934,Billy's Holiday,649
10363,Purple Noon,650
161070,August,651
10539,James and the Giant Peach,652
10543,Fear,653
18414,Kids in the Hall: Brain Candy,654
47502,Faithful,655
11902,Underground,656
27098,All Things Fair,657
25087,Bloodsport II,658
5801,Pather Panchali,659
896,The World of Apu,660
3065,Mystery Science Theater 3000: The Movie,661
318177,Tarantella,662
2300,Space Jam,663
8069,Barbarella,664
288173,Hostile Intentions,665
187851,They Bite,666
27768,Some Folks Call It a Sling Blade,667
221917,The Run of the Country,668
8072,Alphaville,669
35797,Coup de Torchon,670
88030,Tigrero: A Film That Was Never Made,671
185191,The Eye of Vichy,672
83857,Windows,673
33245,It's My Party,674
124460,Country Life,675
27281,Operation Dumbo Drop,676
105045,The Promise,677
40001,Mrs. Winterbourne,678
29621,Solo,679
117730,Under The Domim Tree,680
20762,The Substitute,681
37144,True Crime,682
48260,Butterfly Kiss,683
12656,Feeling Minnesota,684
38867,Delta of Venus,685
277270,To Cross the Rubicon,686
25969,Angus,687
44103,Priest Daens,688
753,Faces,689
43634,Boys,690
9103,The Quest,691
90214,Cosi,692
29649,Sunset Park,693
10990,Mulholland Falls,694
8866,The Truth About Cats & Dogs,695
12233,Oliver & Company,696
23449,Celtic Pride,697
36355,Flipper,698
37667,Captives,699
90148,Of Love and Shadows,700
922,Dead Man,701
11876,The Horseman on the Roof,702
52633,Switchblade Sisters,703
62364,Mouth to Mouth,704
11687,The Visitors,705
9304,Multiplicity,706
73183,"The Haunted World of Edward D. Wood, Jr.",707
131232,Two Friends,708
9100,The Craft,709
20759,The Great White Hype,710
46063,Last Dance,711
365371,War Stories Our Mother Never Told Us,712
32513,Cold Comfort Farm,713
40651,"Institute Benjamenta, or This Dream People Call Human Life",714
36915,Heaven's Prisoners,715
40507,Original Gangstas,716
9802,The Rock,717
25697,Getting Away with Murder,718
21588,Cemetery Man,719
664,Twister,720
11867,Barb Wire,721
47119,Le Garçu,722
314352,Honeymoon,723
9323,Ghost in the Shell,724
10280,Thinner,725
10535,Spy Hard,726
124613,Brothers in Trouble,727
532,A Close Shave,728
26744,Force of Evil,729
16299,The Stupids,730
10547,The Arrival,731
245268,The Man from Down Under,732
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,733
55613,Careful,734
215107,Vermont Is for Lovers,735
41007,A Month by the Lake,736
35645,Gold Diggers: The Secret of Bear Mountain,737
110465,Kim,738
255546,Carmen Miranda: Bananas Is My Business,739
40751,Ashes of Time,740
275096,The Jar,741
85778,Maya Lin: A Strong Clear Vision,742
11101,Stalingrad,743
9826,The Phantom,744
9879,Striptease,745
63564,The Last of the High Kings,746
22621,Heavy,747
7095,Jack,748
26890,I Shot Andy Warhol,749
46732,The Grass Harp,750
124633,Someone Else's America,751
202425,Life is Rosy,752
196940,Quartier Mozart,753
77771,Touki Bouki,754
181083,God's Gift,755
41225,Spirits of the Dead,756
188589,Babyfever,757
87190,Pharaoh's  Army,758
627,Trainspotting,759
32872,Til There Was You,760
602,Independence Day,761
14553,Stealing Beauty,762
9566,The Fan,763
10545,The Hunchback of Notre Dame,764
9894,The Cable Guy,765
11543,Kingpin,766
9268,Eraser,767
52059,The Gate of Heavenly Peace,768
9327,The Nutty Professor,769
123763,"I, the Worst of All",770
81949,An Unforgettable Summer,771
42005,A Hungarian Fairy Tale,772
124306,My Life and Times With Antonin Artaud,773
183955,Midnight Dancers,774
44535,Somebody to Love,775
44495,A Very Natural Thing,776
78285,The Old Lady Who Walked in the Sea,777
11228,Daylight,778
10779,The Frighteners,779
26748,Lone Star,780
38223,Harriet the Spy,781
9294,Phenomenon,782
49963,Walking and Talking,783
11363,She's the One,784
1645,A Time to Kill,785
31546,American Buffalo,786
77056,Rendezvous in Paris,787
36344,Alaska,788
18550,Fled,789
11511,Kazaam,790
172198,Magic Hunter,791
34170,Larger Than Life,792
281085,A Boy Called Hate,793
109478,Power 98,794
124645,Two Deaths,795
12606,A Very Brady Sequel,796
69895,Stefano Quantestorie,797
35206,Death in the Garden,798
151489,Hedd Wyn,799
4837,La Collectionneuse,800
12632,Kaspar Hauser,801
9098,Regular Guys,802
282919,Diebinnen,803
124614,The Convent,804
18975,The Adventures of Pinocchio,805
11962,Joe's Apartment,806
2925,The First Wives Club,807
28628,Stonewall,808
3595,Ransom,809
9308,High School High,810
92381,Phat Beach,811
18555,Foxfire,812
12123,Chain Reaction,813
10830,Matilda,814
3573,Emma,815
10546,The Crow: City of Angels,816
18862,House Arrest,817
31417,Eyes Without a Face,818
9431,Bordello of Blood,819
124619,Lotto Land,820
297645,The Story of Xinghua,821
48144,The Day the Sun Turned Cold,822
46986,Flirt,823
144982,The Big Squeeze,824
47907,The Spitfire Grill,825
10061,Escape from L.A.,826
36266,Cyclo,827
549,Basquiat,828
10478,Tin Cup,829
66634,Dingo,830
116690,The Ballad of Narayama,831
213917,Every Other Weekend,832
145925,Mille bolle blu,833
100914,Crows and Sparrows,834
238,The Godfather,835
159,Maybe... Maybe Not,836
11134,Police Story 3: Supercop,837
88224,Manny & Lo,838
132641,Wife,839
42758,Small Faces,840
9303,Bound,841
23945,Carpool,842
37820,Death in Brunswick,843
22479,Kansas City,844
9054,Gone Fishin',845
241058,Lover's Knot,846
11985,Vive L'Amour,847
10232,Shadow of Angels,848
59569,Killer: A Journal of Murder,849
410921,Nothing to Lose,850
38955,Project S,851
110513,Girls Town,852
114089,Bye-Bye,853
11015,The Relic,854
9306,The Island of Dr. Moreau,855
12559,First Kid,856
58770,The Trigger Effect,857
124851,Sweet Nothing,858
3587,Bogus,859
10723,Bulletproof,860
56077,Talk of Angels,861
19004,The Land Before Time III: The Time of the Great Giving,862
101230,1-900,863
253632,Baton Rouge,864
10987,Halloween: The Curse of Michael Myers,865
44705,Twelfth Night,866
20318,Mother Night,867
43596,Liebelei,868
79782,Venice,869
26933,Wild Reeds,870
27854,For Whom the Bell Tolls,871
981,The Philadelphia Story,872
872,Singin' in the Rain,873
2769,An American in Paris,874
13320,Funny Face,875
164,Breakfast at Tiffany's,876
426,Vertigo,877
567,Rear Window,878
3078,It Happened One Night,879
13528,Gaslight,880
28288,The Gay Divorcee,881
213,North by Northwest,882
284,The Apartment,883
239,Some Like It Hot,884
4808,Charade,885
289,Casablanca,886
963,The Maltese Falcon,887
11113,My Fair Lady,888
6620,Sabrina,889
804,Roman Holiday,890
26531,The Little Princess,891
909,Meet Me in St. Louis,892
630,The Wizard of Oz,893
770,Gone with the Wind,894
31044,My Favorite Year,895
599,Sunset Boulevard,896
15,Citizen Kane,897
62,2001: A Space Odyssey,898
121357,Golden Earrings,899
705,All About Eve,900
22490,The Women,901
223,Rebecca,902
25670,Foreign Correspondent,903
303,Notorious,904
4174,Spellbound,905
8356,An Affair to Remember,906
381,To Catch a Thief,907
20758,Father of the Bride,908
29376,The Band Wagon,909
1859,Ninotchka,910
18299,Love in the Afternoon,911
17281,Gigi,912
64382,The Reluctant Debutante,913
10907,The Adventures of Robin Hood,914
32093,The Mark of Zorro,915
1939,Laura,916
22292,The Ghost and Mrs. Muir,917
3598,Lost Horizon,918
3080,Top Hat,919
198,To Be or Not to Be,920
13562,My Man Godfrey,921
1712,Giant,922
220,East of Eden,923
3529,The Thin Man,924
3085,His Girl Friday,925
2897,Around the World in Eighty Days,926
1585,It's a Wonderful Life,927
3083,Mr. Smith Goes to Washington,928
900,Bringing Up Baby,929
43795,Penny Serenade,930
85638,The Scarlet Letter,931
50001,Lady of Burlesque,932
43905,Of Human Bondage,933
22688,Angel on My Shoulder,934
23114,Little Lord Fauntleroy,935
26378,They Made Me a Criminal,936
40206,The Inspector General,937
22356,Angel and the Badman,938
260,The 39 Steps,939
43488,A Walk in the Sun,940
22613,The Outlaw,941
10331,Night of the Living Dead,942
488,The African Queen,943
22733,Beat the Devil,944
261,Cat on a Hot Tin Roof,945
57575,The Last Time I Saw Paris,946
32574,Meet John Doe,947
22657,Algiers,948
76464,Something to Sing About,949
22649,A Farewell to Arms,950
176841,Moonlight Murder,951
125587,Nothing Personal,952
39448,"Yes, Madam",953
52855,Dangerous Ground,954
39940,Picnic,955
172868,Madagascar Skin,956
85328,The Pompatus of Love,957
124632,Small Wonders,958
11076,Fly Away Home,959
63945,Bliss,960
58985,Grace of My Heart,961
890,Brother of Sleep,962
10861,Maximum Risk,963
1770,Michael Collins,964
44465,The Rich Man's Wife,965
2033,Infinity,966
18203,Big Night,967
9333,Last Man Standing,968
47260,Caught,969
9400,Set It Off,970
9401,2 Days in the Valley,971
12241,Curdled,972
25739,L'associé,973
161806,Ed's Next Move,974
11306,Extreme Measures,975
9625,The Glimmer Man,976
10680,D3: The Mighty Ducks,977
6346,The Chamber,978
18660,The Apple Dumpling Gang,979
35115,"Davy Crockett, King of the Wild Frontier",980
14821,Escape to Witch Mountain,981
14136,The Love Bug,982
10869,Herbie Rides Again,983
22660,Old Yeller,984
19186,The Parent Trap,985
31102,Pollyanna,986
6878,Homeward Bound: The Incredible Journey,987
15944,The Shaggy Dog,988
18444,Swiss Family Robinson,989
20723,That Darn Cat!,990
173,"20,000 Leagues Under the Sea",991
864,Cool Runnings,992
24795,Angels in the Outfield,993
11224,Cinderella,994
81310,Winnie the Pooh and the Blustery Day,995
15947,The Three Caballeros,996
9078,The Sword in the Stone,997
29682,So Dear to My Heart,998
8367,Robin Hood: Prince of Thieves,999
433,Mary Poppins,1000
11360,Dumbo,1001
11114,Pete's Dragon,1002
12335,Bedknobs and Broomsticks,1003
12092,Alice in Wonderland,1004
10948,The Fox and the Hound,1005
11229,Freeway,1006
15121,The Sound of Music,1007
562,Die Hard,1008
10163,The Lawnmower Man,1009
48862,Unhook the Stars,1010
117036,Synthetic Pleasures,1011
47199,The Secret Agent,1012
11159,Secrets & Lies,1013
9591,That Thing You Do!,1014
30500,To Gillian on Her 37th Birthday,1015
41843,Surviving Picasso,1016
55058,Love Is All There Is,1017
10938,Beautiful Thing,1018
11412,The Long Kiss Goodnight,1019
10586,The Ghost and the Darkness,1020
42314,Looking for Richard,1021
27845,Trees Lounge,1022
108365,The Proprietor,1023
23223,Normal Life,1024
49471,Get on the Bus,1025
38153,Shadow Conspiracy,1026
25147,Jude,1027
9716,Everyone Says I Love You,1028
43777,Bitter Sugar,1029
454,Romeo + Juliet,1030
10218,Swingers,1031
819,Sleepers,1032
38191,The Sunchaser,1033
56830,Johns,1034
11238,Aladdin and the King of Thieves,1035
27256,The Woman in Question,1036
31530,Shall We Dance,1037
66473,A Damsel in Distress,1038
28120,Crossfire,1039
1834,"Murder, My Sweet",1040
